molecule_chembl_id,canonical_smiles,standard_value,pIC50
CHEMBL3407637,O=C(N/N=C/c1c(O)cc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,8370.0,5.07727454200674
CHEMBL3407638,O=C(N/N=C/c1ccc(O)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,8070.0,5.09312646527793
CHEMBL3407639,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3s2)cc1,5310.0,5.274905478918531
CHEMBL3407640,COc1cccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,11090.0,4.95506845385084
CHEMBL3407641,O=C(N/N=C/c1cccc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,9210.0,5.035740369803151
CHEMBL3407643,COc1cc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)ccc1O,53340.0,4.272946988646143
CHEMBL3407644,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(I)c1O,44800.0,4.3487219860018556
CHEMBL3407645,O=C(N/N=C/c1cc(O)ccc1O)c1ccc(-c2nc3ccccc3s2)cc1,11850.0,4.926281649653878
CHEMBL3407646,O=C(N/N=C/c1cc(O)cc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,11120.0,4.953895212753961
CHEMBL3814747,CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],2000.0,5.698970004336019
CHEMBL3814838,CCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],960.0,6.017728766960431
CHEMBL3814555,CCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],1500.0,5.823908740944319
CHEMBL3814911,CCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],640.0,6.1938200260161125
CHEMBL3814264,CCCCCCCCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],1100.0,5.958607314841775
CHEMBL3814988,CC(C)CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],690.0,6.161150909262744
CHEMBL3815109,CC(C)(C)CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],470.0,6.327902142064283
CHEMBL3814496,O=[N+]([O-])c1ccccc1CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],150.0,6.823908740944319
CHEMBL239249,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,4900.0,5.309803919971486
CHEMBL1182462,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@@H](O)CO,9000.0,5.045757490560675
CHEMBL476960,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1300.0,5.886056647693163
CHEMBL4299399,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,15200.0,4.818156412055227
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3700.0,5.431798275933005
CHEMBL1208974,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,4900.0,5.309803919971486
CHEMBL1684162,[O-][C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,9000.0,5.045757490560675
CHEMBL476960,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1300.0,5.886056647693163
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,15200.0,4.818156412055227
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,3700.0,5.431798275933005
CHEMBL4757019,CCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,4800.0,5.318758762624412
CHEMBL4744484,CCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1700.0,5.769551078621726
CHEMBL4786471,CCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1200.0,5.920818753952375
CHEMBL4779172,CCCCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,1500.0,5.823908740944319
CHEMBL4757822,CCCCCCCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],2000.0,5.698970004336019
CHEMBL4757984,CCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],5000.0,5.301029995663981
CHEMBL454551,COc1ccc([C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1O,6700.0,5.173925197299174
CHEMBL4783560,OC[C@@H]1N[C@@H](c2ccc(O)cc2)[C@H](O)[C@H]1O,9300.0,5.031517051446065
CHEMBL307429,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,1400.0,5.853871964321762
CHEMBL4856375,C[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,1000.0,6.0
CHEMBL307429,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,8030.0,5.095284454721319
CHEMBL5083981,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,40560.0,4.391902053674721
CHEMBL5076041,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,1780.0,5.749579997691106
CHEMBL5082173,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,240.0,6.619788758288394
CHEMBL5084733,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](O)C/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000.0,4.6020599913279625
CHEMBL5094636,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\COC(C)=O)CO)[C@@H]12,29000.0,4.5376020021010435
CHEMBL5077500,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,25000.0,4.6020599913279625
CHEMBL5070918,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,29000.0,4.5376020021010435
CHEMBL521162,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,28000.0,4.552841968657781
CHEMBL5075131,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,25000.0,4.6020599913279625
CHEMBL5079023,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CC(=O)O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,28000.0,4.552841968657781
CHEMBL5083965,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12,29000.0,4.5376020021010435
CHEMBL5088957,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)COC(C)=O)[C@@H]12,25000.0,4.6020599913279625
CHEMBL490011,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,28000.0,4.552841968657781
CHEMBL50,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,10800.0,4.966576244513051
CHEMBL5201393,CC(C)=CCc1cc(C[C@@]2(C(=O)O)OC(=O)C(OC(C)(C)[C@@H](O)Cc3cc(C[C@@]4(C(=O)O)OC(=O)C(O)=C4c4ccc(O)cc4)ccc3O)=C2c2ccc(O)cc2)ccc1O,10500.0,4.978810700930062
CHEMBL5172902,COc1cc2c(c(O)c1CO)C(=O)OC[C@@H]2O,1410000.0,2.85078088734462
CHEMBL5196850,COc1ccc(C(=O)Nc2cccc(C(=O)/C=C3/Nc4ccccc4NC3=O)c2)cc1,166090.0,3.779656514902953
CHEMBL5201575,O=C(/C=C/c1ccccc1)/C=C1/Nc2ccccc2NC1=O,40090.0,4.396963943749478
CHEMBL4571630,COc1ccc(C2SCC(=O)N2c2ccc3nc(Cc4ccc(O)cc4)c(=O)[nH]c3c2)cc1,276270.0,3.5586662723105182
CHEMBL5187552,CC(C)c1nc2ccc(N3C(=O)CSC3c3ccc([N+](=O)[O-])cc3)cc2[nH]c1=O,301150.0,3.5212171324934007
CHEMBL5203236,O=c1[nH]c2ccccc2nc1N/N=C/c1cccs1,9990.0,5.000434511774017
CHEMBL5194852,COc1cccc(/C=N/Nc2nc3ccccc3[nH]c2=O)c1,13930.0,4.856048883576037
CHEMBL5207115,O=c1[nH]c2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc12,22990.0,4.638461028730721
CHEMBL5200953,O=c1[nH]c2ccccc2n2c(-c3ccc(O)cc3O)ccc12,12910.0,4.88907375773358
CHEMBL5179709,O=c1[nH]c2ccccc2n2c(-c3ccc(Cl)c(Cl)c3)ccc12,12980.0,4.88672530753565
CHEMBL5173825,Cc1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)c([N+](=O)[O-])c1,83780.0,4.0768596439747995
CHEMBL5209522,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5Br)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4Br)o3)nc2c1,25800.0,4.58838029403677
CHEMBL5178321,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5C)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4C)o3)nc2c1,25000.0,4.6020599913279625
CHEMBL5202537,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(C)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(C)c4)o3)nc2c1,18900.0,4.723538195826756
CHEMBL5186121,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(OC)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(OC)c4)o3)nc2c1,24500.0,4.610833915635467
CHEMBL5195148,C=CCc1cc(CSc2nnc(-c3cccc(OC)c3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1,52900.0,4.276544327964814
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,24400.0,4.61261017366127
CHEMBL80254,OC[C@H]1NC[C@@H](O)[C@@H]1O,56000.0,4.251811972993799
CHEMBL3751947,OC[C@@H]1NC[C@@H](O)[C@@H]1O,2700.0,5.568636235841013
CHEMBL5175772,Cc1cc(O)c2c(c1)-c1c(-c3ccc(O)cc3)c(=O)oc3c1c-2c(O)c1cccc(O)c13,890.0,6.050609993355087
CHEMBL5194087,Cc1cc(O)c2c(c1)-c1c(-c3c[nH]c4ccccc34)c(=O)oc3c1c-2c(O)c1cccc(O)c13,1580.0,5.801342913045577
CHEMBL5175917,CC/C=C\C/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,15300.0,4.815308569182401
CHEMBL5289805,CC(C)=CCc1c(O)ccc2c1O/C(=C\c1ccc(O)cc1)C2=O,73800.0,4.131943638176958
CHEMBL5274141,CC(C)(O)[C@H]1Cc2ccc3c(c2C1)O/C(=C\c1ccc(O)c(O)c1)C3=O,62100.0,4.20690839982342
CHEMBL5281437,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCC3)cc1,87600.0,4.057495893831919
CHEMBL5267745,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCC2)c1cccnc1,82500.0,4.0835460514500745
CHEMBL5283691,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCC3)ccc1O,93600.0,4.028724151261895
CHEMBL5286422,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,30200.0,4.519993057042849
CHEMBL5270418,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2)c1cccnc1,45300.0,4.343901797987168
CHEMBL5285158,O=C(Nc1sc2c(c1C(=O)NCc1ccccn1)CCCC2)c1cccnc1,64100.0,4.193141970481182
CHEMBL5271561,O=C(Nc1sc2c(c1C(=O)NCc1cccnc1)CCCC2)c1cccnc1,507000.0,3.294992040666664
CHEMBL5273222,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)ccc1O,9900.0,5.00436480540245
CHEMBL5283357,COC(=O)c1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,87800.0,4.056505484093897
CHEMBL5268974,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCCC2)c1cccnc1,63400.0,4.1979107421182675
CHEMBL5269761,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCCC3)ccc1O,35400.0,4.450996737974212
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,258500.0,3.587539452570039
CHEMBL1561,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,154300.0,3.8116340739368515
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,40730.0,4.390085589914002
CHEMBL5270854,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2ccc(OC)cc2)N2CCCCC2)c1,30450.0,4.516412703031106
CHEMBL5280017,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCCCC2)c1,23510.0,4.628747370875061
CHEMBL5286499,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCC(C)CC2)c1,14940.0,4.82564940252062
CHEMBL5273816,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCOCC2)c1,13780.0,4.860750782428393
CHEMBL5269617,C=CCc1cc(-c2cc(CC=C)c(O)c(C(c3ccc(Cl)cc3)N3CCOCC3)c2)c(O)c(C(c2ccc(Cl)cc2)N2CCOCC2)c1,18580.0,4.730954290342377
CHEMBL480722,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1O,1080.0,5.966576244513051
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,39600.0,4.402304814074488
CHEMBL4856778,O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c12,13000.0,4.886056647693163
CHEMBL3093492,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1OC,65800.0,4.181774106386045
CHEMBL5282121,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1O,71200.0,4.147520006363144
CHEMBL3093478,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,31800.0,4.497572880015567
CHEMBL361025,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,31800.0,4.497572880015567
CHEMBL5287329,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1OC,18000.0,4.7447274948966935
CHEMBL5280310,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1OC,82200.0,4.0851281824599495
CHEMBL5276460,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1OC,40100.0,4.396855627379818
CHEMBL5290214,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1,75800.0,4.120330794367947
CHEMBL187043,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,7090.0,5.149353764816934
CHEMBL5287286,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,84500.0,4.073143291050307
CHEMBL5289610,COc1cc(O)c2c(=O)c3c(O)c(C4O[C@@H](O)[C@H](O)[C@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,500000.0,3.3010299956639813
CHEMBL5280602,O=c1c2c(O[C@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]3O)cc(O)cc2oc2ccc(O)c(O)c12,133700.0,3.8738685927380154
CHEMBL5287620,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1OC,394900.0,3.4035128662634557
CHEMBL5266980,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1,115000.0,3.939302159646388
CHEMBL5279492,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,83800.0,4.076755981369724
CHEMBL5270478,COc1cc(O)c2c(=O)c3c(OC)cc(O)cc3oc2c1OC,500000.0,3.3010299956639813
CHEMBL467590,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,500000.0,3.3010299956639813
CHEMBL1709767,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1OC,5420.0,5.266000713461613
CHEMBL3704820,COc1cc(O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,107800.0,3.96738123914928
CHEMBL26323,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,142100.0,3.84740592207253
CHEMBL187044,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,30600.0,4.51427857351842
CHEMBL184574,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,5300.0,5.275724130399211
CHEMBL3093493,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1OC,77400.0,4.111259039317107
CHEMBL2409395,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,75800.0,4.120330794367947
CHEMBL512072,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12,500000.0,3.3010299956639813
CHEMBL5271324,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,31100.0,4.507239610973162
CHEMBL5267559,O=c1c2c(O)c(O)ccc2oc2cc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,140400.0,3.8526328922062136
CHEMBL404271,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,39800.0,4.400116927926312
